Nº UGRHI,UGRHI,MUNICÍPIO,PONTO,"SISTEMA
AQUÍFERO",AMOSTRA,DATA,Sinal,Al total - µg/L,Sinal,Sb Total - µg/L,Sinal,As total - µg/L,Sinal,Ba Total - µg/L,Sinal,Be Total - µg/L,Sinal,Bo total - µg/L,Sinal,Cd Total - µg/L,Sinal,Ca Total - µg/L,Sinal,Pb Total - µg/L,Sinal,Co Total - µg/L,Sinal,Cu Total - µg/L,Sinal,Cr total - µg/L,Sinal,Dureza Total - mg/L,Sinal,Sn Total - µg/L,Sinal,Sr total - µg/L,Sinal,Fe total - µg/L,Sinal,P Total - µg/L,Sinal,Li Total - µg/L,Sinal,Mg total - µg/L,Sinal,Mn total - µg/L,Sinal,Hg total - µg/L,Sinal,Mo total - µg/L,Sinal,Ni total - µg/L,Sinal,K Total - µg/L,Sinal,Ag total - µg/L,Sinal,Se total - µg/L,Sinal,Na total - µg/L,Sinal,Ti total - µg/L,Sinal,U total - µg/L,Sinal,V total - µg/L,Sinal,Zn total - µg/L,Sinal,Cloreto - mg/L,Sinal,Fluoreto - mg/L,Sinal,Sulfato - mg/L,Sinal,Nitrogênio amoniacal - mg/L,Sinal,NKT - mg/L,Sinal,N-Nitrato - mg/L,Sinal,N-Nitrito  - mg/L,Sinal,SDT - mg/L,Sinal,Alcalinidade Bicarbonato - mg/L,Sinal,Alcalinidade Carbonato - mg/L,Sinal,Alcalinidade hidróxido - mg/L,Sinal,Alcalinidade total - mg/L,Sinal,Carbono Orgânico Dissolvido,Sinal,CE - Campo,Sinal,pH - campo,Sinal,Temp água -  °C,Sinal,Temp. ar - °C,"Coli totais 
P/A em 100 mL","E coli
P/A em 100 mL","Bac. Heter
UFC/mL"
18,SAO JOSÉ DOS DOURADOS,SAO FRANCISCO,BA00291P,Bauru,2317420,19/9/2023,=,3.92,<,0.02,<,0.2,=,69.3,<,0.5,=,4.67,<,0.01,=,15180,=,0.08,<,0.05,=,0.35,=,34.4,=,61.6,<,0.2,=,349,<,2,<,10,=,3.22,=,5747,<,0.1,<,0.1,<,0.03,<,0.2,=,1930,<,0.1,<,0.2,=,18440,<,0.3,=,0.44,=,21.2,=,0.91,=,2,=,0.2,<,0.5,<,1,<,1,=,2,=,0.1,=,128,=,93.5,=,0,=,0,,NA,=,1.5,=,196,=,8.33,=,26.3,=,35.4,Ausente,Ausente,1
18,SAO JOSÉ DOS DOURADOS,SAO JOAO DAS DUAS PONTES,BA00125P,Bauru,2305461,15/3/2023,=,10.7,<,0.02,<,0.2,=,120,<,0.5,=,5.17,<,0.01,=,10000,=,0.08,<,0.05,=,0.24,=,57,=,38.6,<,0.2,=,200,<,2,=,48.3,=,1.87,=,3300,<,0.1,<,0.1,<,0.03,<,0.2,=,1900,<,0.1,<,0.2,=,23000,<,0.3,=,0.12,=,22.9,=,2.92,=,4,=,0.2,=,2,NA,NA,<,0.5,=,2,<,0.05,=,148,=,74.2,=,2.39,=,0,,NA,<,1,=,169,=,8.34,=,26.6,=,29,Presente,Ausente,22
18,SAO JOSÉ DOS DOURADOS,SAO JOAO DAS DUAS PONTES,BA00125P,Bauru,2318305,20/9/2023,=,14,<,0.02,<,0.2,=,78.3,<,0.5,=,5.64,<,0.01,=,6772,<,0.05,<,0.05,=,0.48,=,56.9,=,25.9,<,0.2,=,140,<,2,=,34.3,=,1.47,=,2194,<,0.1,<,0.1,=,0.04,<,0.2,=,1384,<,0.1,<,0.2,=,24330,<,0.3,=,0.14,=,26.7,=,1.12,=,2,=,0.2,<,0.5,<,0.5,<,0.5,=,2,=,0.3,=,128,=,73,=,0,=,0,,NA,=,2,=,160,=,8.66,=,27.1,=,37.9,Ausente,Ausente,1
18,SAO JOSÉ DOS DOURADOS,SEBASTIANOPOLIS DO SUL,SG00281P,Serra Geral,2304899,23/3/2023,=,17.1,<,0.02,=,1.11,<,1,<,0.5,=,52.7,<,0.01,=,600,=,0.09,<,0.05,=,0.72,=,1.73,=,1.5,<,0.2,=,4.3,<,2,<,10,=,0.21,<,100,<,0.1,<,0.1,=,0.84,<,0.2,<,200,<,0.1,<,0.2,=,100000,<,0.3,=,0.32,=,90.1,=,0.61,=,3,=,0.3,=,16,<,0.5,<,0.5,<,0.02,<,0.05,=,280,=,66,=,142,<,10,=,208,<,1,,cancelado,=,10.09,=,27.4,=,27.5,Ausente,Ausente,1
18,SAO JOSÉ DOS DOURADOS,SEBASTIANOPOLIS DO SUL,SG00281P,Serra Geral,2317225,28/9/2023,=,18.9,<,0.02,=,0.98,<,1,<,0.5,=,54.3,<,0.01,<,500,=,0.19,<,0.05,=,1.07,=,1.71,<,1.3,<,0.2,=,3.92,<,2,<,10,=,0.24,<,100,<,0.1,<,0.1,=,0.86,<,0.2,<,200,<,0.1,<,0.2,=,99650,<,0.3,=,0.35,=,83.6,<,0.5,<,1,=,0.3,=,17,<,1,<,1,=,0.02,<,0.05,=,340,=,80,=,131,<,20,=,211,<,1,=,456,=,10.01,=,26.3,=,25.3,Ausente,Ausente,1
19,BAIXO TIETE,ALTO ALEGRE,BA00304P,Bauru,2305404,30/3/2023,<,2,<,0.02,<,0.2,=,120,<,0.5,=,2.22,<,0.01,=,27000,<,0.05,<,0.05,=,0.42,=,10.8,=,88.8,<,0.2,=,240,<,2,=,124,=,4.47,=,5200,<,0.1,<,0.1,<,0.03,<,0.2,=,4000,<,0.1,<,0.2,=,5200,<,0.3,=,0.02,=,2.2,<,0.5,=,0.9,=,0.1,<,0.1,<,0.5,NA,NA,=,1.73,<,0.01,=,188,=,103,<,5,<,5,,NA,<,1,=,202,=,7.7,=,24.9,=,28.4,Ausente,Ausente,1
19,BAIXO TIETE,ALTO ALEGRE,BA00304P,Bauru,2319006,5/10/2023,<,2,<,0.02,<,0.2,=,116,<,0.5,<,2,<,0.01,=,25980,=,0.05,<,0.05,=,0.54,=,11.2,=,87.1,<,0.2,=,236,=,2.25,=,140,=,5.29,=,5400,<,0.1,<,0.1,<,0.03,<,0.2,=,4101,<,0.1,<,0.2,=,5061,<,0.3,=,0.02,=,2.45,=,1.92,=,0.9,=,0.11,<,0.1,<,0.5,<,0.5,=,1.72,<,0.01,=,155,=,99,<,5,<,5,,NA,<,1,=,195,=,7.5,=,25.3,=,31.5,Presente,Ausente,9
19,BAIXO TIETE,ANDRADINA,BA00338P,Bauru,2305327,23/3/2023,<,2,<,0.02,<,0.2,=,130,<,0.5,=,3.3,<,0.01,=,22000,<,0.05,<,0.05,<,0.2,=,34.6,=,80.4,<,0.2,=,230,<,2,<,10,=,5.45,=,6200,<,0.1,<,0.1,<,0.03,<,0.2,=,3500,<,0.1,<,0.2,=,4800,<,0.3,=,0.08,=,8.2,=,1.33,=,1.36,=,0.22,<,0.1,<,0.5,<,0.5,=,0.84,<,0.01,=,162,=,93,<,5,<,5,,NA,<,1,=,177,=,7.8,=,25.5,=,28.7,Ausente,Ausente,1
19,BAIXO TIETE,ANDRADINA,BA00338P,Bauru,2318934,28/9/2023,<,2,<,0.02,<,0.2,=,127,<,0.5,=,3.22,<,0.01,=,20040,=,0.07,<,0.05,=,1.58,=,36.2,=,76,<,0.2,=,223,<,2,<,10,=,6.1,=,6314,<,0.1,<,0.1,<,0.03,<,0.2,=,3453,<,0.1,<,0.2,=,4956,<,0.3,=,0.09,=,8.77,=,0.76,=,1.45,=,0.23,<,0.1,<,0.5,<,0.5,=,0.89,<,0.01,=,151,=,90,<,5,<,5,,NA,<,1,=,176,=,7.8,=,25.1,=,27,Ausente,Ausente,1
19,BAIXO TIETE,ANDRADINA,BA00387P,Bauru,2305323,23/3/2023,<,2,<,0.02,<,0.2,=,270,<,0.5,=,2.62,<,0.01,=,43000,<,0.05,<,0.05,=,0.31,=,18.1,=,160,<,0.2,=,290,=,2.09,=,11.5,=,8.57,=,13000,<,0.1,<,0.1,<,0.03,<,0.2,=,4900,<,0.1,<,0.2,=,5200,<,0.3,=,0.19,=,3.11,=,0.66,=,16.07,=,0.32,=,1.16,<,0.5,<,0.5,=,3.63,<,0.01,=,277,=,148,<,5,<,5,,NA,<,1,=,346,=,7.6,=,25.1,=,30.8,Ausente,Ausente,1
19,BAIXO TIETE,ANDRADINA,BA00387P,Bauru,2318935,28/9/2023,=,3.56,=,0.02,<,0.2,=,271,=,0.5,=,2.56,=,0.01,=,40600,<,0.05,=,0.05,=,0.4,=,20.5,=,156,<,0.2,=,277,=,4.62,=,12.2,=,9.2,=,13230,<,0.1,<,0.1,<,0.03,<,0.2,=,4866,<,0.1,<,0.2,=,5237,<,0.3,=,0.22,=,3.51,=,4.54,=,16.96,=,0.37,=,1.26,<,0.5,<,0.5,=,3.88,<,0.01,=,266,=,143,<,5,<,5,,NA,=,1.1,=,343,=,7.7,=,25.5,=,27.5,Ausente,Ausente,1
19,BAIXO TIETE,ARACATUBA,BA00381P,Bauru,2305406,30/3/2023,=,7.82,<,0.02,=,0.41,=,78,<,0.5,=,7.19,<,0.01,=,8200,<,0.05,=,0.06,=,0.52,=,9.18,=,24.2,<,0.2,=,58,=,4.58,=,22.2,=,0.89,=,910,=,1.36,<,0.1,<,0.03,=,0.68,=,3200,<,0.1,<,0.2,=,7600,=,0.36,=,0.09,=,13.3,=,0.92,=,0.96,=,0.11,=,0.16,<,0.5,NA,NA,=,0.43,<,0.01,=,100,=,45,<,5,<,5,,NA,<,1,=,87,=,6.4,=,27.4,=,23.7,Presente,Ausente,14
19,BAIXO TIETE,ARACATUBA,BA00381P,Bauru,2319005,5/10/2023,=,6.22,<,0.02,=,0.34,=,79.5,<,0.5,=,5.73,<,0.01,=,8311,<,0.05,=,0.05,=,0.42,=,9.05,=,24.6,<,0.2,=,59.6,=,2.51,=,25,=,1.12,=,936,=,1.78,<,0.1,<,0.03,=,0.84,=,3322,<,0.1,<,0.2,=,6889,<,0.3,=,0.09,=,11.2,=,2.25,=,1.05,=,0.1,=,0.16,<,0.5,<,0.5,=,0.52,<,0.01,<,100,=,44,<,5,<,5,,NA,<,1,=,92,=,6.4,=,28.4,=,28.6,Presente,Presente,21
19,BAIXO TIETE,AURIFLAMA,SG00303P,Serra Geral,2305463,15/3/2023,=,12.2,<,0.02,=,3.4,=,3,<,0.5,=,356,<,0.01,=,860,=,0.19,<,0.05,=,0.74,<,0.2,=,2.15,<,0.2,=,7.9,=,2.6,<,10,=,1.99,<,100,=,0.43,<,0.1,=,15.4,<,0.2,=,380,<,0.1,<,0.2,=,220000,<,0.3,=,0.13,=,66.7,=,2.14,=,45,=,2,=,241,NA,NA,<,0.5,<,0.02,<,0.05,=,654,=,47.8,=,109,=,0,,NA,<,1,=,1030,=,9.93,=,29.6,=,32,Ausente,Ausente,1
19,BAIXO TIETE,AURIFLAMA,SG00303P,Serra Geral,2318325,20/9/2023,=,12.1,<,0.02,=,2.95,=,2.94,<,0.5,=,387,<,0.01,=,678,=,0.07,<,0.05,=,0.41,=,0.31,=,1.69,<,0.2,=,7.09,=,3.5,<,10,=,2.12,<,100,=,0.43,<,0.1,=,16,<,0.2,=,324,<,0.1,<,0.2,=,208400,<,0.3,=,0.16,=,59.9,=,4.03,=,38,=,2,=,208,<,0.5,<,0.5,<,0.02,=,0.1,=,616,=,38.6,=,113,=,0,,NA,<,1,=,1030,=,9.88,=,29.8,=,37,Ausente,Ausente,1
19,BAIXO TIETE,BILAC,BA00014P,Bauru,2305401,30/3/2023,=,3.88,<,0.02,=,0.31,=,110,<,0.5,=,31.5,<,0.01,=,13000,<,0.05,<,0.05,<,0.2,=,12.5,=,45.3,<,0.2,=,220,<,2,=,70.3,=,1.42,=,3100,<,0.1,<,0.1,=,0.13,<,0.2,=,2600,<,0.1,<,0.2,=,12000,<,0.3,=,0.01,=,11.8,<,0.5,=,2.27,=,0.28,=,1.26,<,0.5,NA,NA,=,3.57,<,0.01,=,152,=,60,<,5,<,5,,NA,<,1,=,153,=,8.1,=,25.8,=,25.4,Ausente,Ausente,1
19,BAIXO TIETE,BILAC,BA00014P,Bauru,2319002,5/10/2023,=,4.2,<,0.02,=,0.33,=,100,<,0.5,=,32.2,<,0.01,=,12080,<,0.05,<,0.05,<,0.2,=,13.6,=,42.8,<,0.2,=,205,=,2.39,=,79.8,=,1.68,=,3063,<,0.1,<,0.1,=,0.17,<,0.2,=,2623,<,0.1,<,0.2,=,11410,<,0.3,=,0.01,=,12.2,=,3.14,=,2.34,=,0.27,=,1.17,<,0.5,<,0.5,=,3.74,<,0.01,=,124,=,57,<,5,<,5,,NA,<,1,=,148,=,7.9,=,26.4,=,30.3,Ausente,Ausente,1
19,BAIXO TIETE,BREJO ALEGRE,SG00305P,Serra Geral,2305440,27/4/2023,=,6.28,<,0.02,=,0.33,<,1,<,0.5,=,26.6,<,0.01,=,1030,<,0.05,<,0.05,<,0.2,=,4.38,=,2.57,<,0.2,=,19.4,<,2,=,13.6,=,0.45,<,100,<,0.1,<,0.1,=,3.67,=,0.38,=,302,<,0.1,=,0.28,=,84800,<,0.3,=,0.56,=,21.1,<,0.5,=,6.31,=,0.19,=,38.23,NA,NA,<,0.5,=,1.3,<,0.01,=,258,=,90,=,51,<,5,,NA,<,1,=,400,=,9.4,=,25.2,=,26.7,Ausente,Ausente,1
19,BAIXO TIETE,BREJO ALEGRE,SG00305P,Serra Geral,2319183,24/10/2023,=,6.39,<,0.02,=,0.44,<,1,<,0.5,=,29,<,0.01,=,734,<,0.05,<,0.05,=,0.24,=,2.39,=,1.83,<,0.2,=,15.1,<,2,=,15.5,=,0.38,<,100,<,0.1,<,0.1,=,5.55,<,0.2,=,211,<,0.1,=,0.34,=,99030,<,0.3,=,0.76,=,25.1,=,0.71,=,8.3,=,0.22,=,51.72,NA,NA,<,0.5,=,1.34,<,0.01,=,275,=,95,=,68,<,5,,NA,<,1,=,411,=,9.4,=,26.3,=,30.6,Presente,Ausente,6
19,BAIXO TIETE,GUARACAI,BA00044P,Bauru,2305396,13/4/2023,<,2,<,0.02,<,0.2,=,143,<,0.5,=,3.99,<,0.01,=,22600,<,0.05,<,0.05,<,0.2,=,25.2,=,79.6,<,0.2,=,283,<,2,<,10,=,8.01,=,5630,<,0.1,<,0.1,<,0.03,<,0.2,=,4070,<,0.1,<,0.2,=,4060,<,0.3,=,0.05,=,12.5,=,1.7,=,0.76,=,0.3,=,0.13,<,0.5,<,0.5,=,0.38,<,0.01,=,134,=,91,<,5,<,5,,NA,<,1,=,178,=,8,=,26,=,25.8,Ausente,Ausente,1
19,BAIXO TIETE,GUARACAI,BA00044P,Bauru,2319186,24/10/2023,<,2,<,0.02,<,0.2,=,152,<,0.5,=,2.9,<,0.01,=,22940,<,0.05,<,0.05,<,0.2,=,26.6,=,82.2,<,0.2,=,289,=,2.23,<,10,=,10.9,=,6052,<,0.1,<,0.1,<,0.03,<,0.2,=,4183,<,0.1,<,0.2,=,4359,<,0.3,=,0.08,=,12.9,=,2.54,=,0.93,=,0.32,=,0.15,<,0.5,<,0.5,=,0.48,<,0.01,=,170,=,94,<,5,<,5,,NA,=,1.6,=,178,=,8,=,26.2,=,29.8,Ausente,Ausente,1
19,BAIXO TIETE,ILHA SOLTEIRA,BA00380P,Bauru,2305126,14/3/2023,=,4.69,<,0.02,<,0.2,=,460,<,0.5,=,4.86,<,0.01,=,14000,=,0.06,<,0.05,=,0.2,=,6.45,=,61.8,<,0.2,=,180,=,5.3,=,31.2,=,6.98,=,6500,=,0.35,<,0.1,<,0.03,=,0.42,=,4800,<,0.1,<,0.2,=,5900,<,0.3,<,0.005,=,3.46,=,2.16,=,3,=,0.3,=,2,<,1,<,1,=,0.6,<,0.05,=,146,=,69.5,=,0,=,0,,NA,<,1,=,145,=,7.02,=,26.3,=,30.5,Ausente,Ausente,14
19,BAIXO TIETE,ILHA SOLTEIRA,BA00380P,Bauru,2317424,28/9/2023,=,27.5,<,0.02,<,0.2,=,450,<,0.5,=,4.89,<,0.01,=,12620,=,0.16,=,0.06,=,1.37,=,8.09,=,57.7,<,0.2,=,167,=,87,=,39.5,=,7.42,=,6355,=,2.07,<,0.1,<,0.03,=,1.1,=,4813,<,0.1,<,0.2,=,5647,=,0.42,=,0.005,=,3.61,=,3.2,=,2,=,0.3,<,0.5,<,1,<,1,=,0.9,<,0.05,=,142,=,68.6,=,0,=,0,,NA,<,1,=,145,=,6.87,=,26.2,=,29.2,Presente,Ausente,180
19,BAIXO TIETE,ITAPURA,SG00307P,Serra Geral,2305124,14/3/2023,=,15,<,0.02,<,0.2,=,13,<,0.5,=,3.4,<,0.01,=,23000,=,0.11,<,0.05,=,0.85,=,13.4,=,96.5,<,0.2,=,160,=,33.6,=,88.3,=,1.4,=,9500,=,0.32,<,0.1,<,0.03,<,0.2,=,1800,<,0.1,<,0.2,=,10000,=,3.36,=,0.04,=,29,=,2.83,=,14,=,0.1,=,6,<,1,<,1,=,5,<,0.05,=,212,=,77.5,=,0,=,0,,NA,<,1,=,236,=,6.82,=,26.9,=,32,Ausente,Ausente,6
19,BAIXO TIETE,ITAPURA,SG00307P,Serra Geral,2317435,19/9/2023,=,3.81,<,0.02,<,0.2,=,9.08,<,0.5,=,3.02,<,0.01,=,17890,=,0.08,<,0.05,=,1.24,=,16.5,=,76.1,<,0.2,=,124,=,4.48,=,99.2,=,1.28,=,7615,<,0.1,<,0.1,<,0.03,<,0.2,=,1639,<,0.1,<,0.2,=,8718,<,0.3,=,0.06,=,32.1,=,1.99,=,5,<,0.1,=,1,<,1,<,1,=,2,<,0.05,=,162,=,77.8,=,0,=,0,,NA,=,1.3,=,191,=,6.81,=,26.8,=,32.5,Presente,Ausente,3
19,BAIXO TIETE,MONCOES,SG00302P,Serra Geral,2305438,27/4/2023,=,6.88,<,0.02,<,0.2,=,3.06,<,0.5,=,10.2,<,0.01,=,3070,<,0.05,<,0.05,<,0.2,=,15,=,8.32,<,0.2,=,71.9,=,5.97,<,10,=,0.67,=,158,<,0.1,<,0.1,=,0.08,=,0.61,<,200,<,0.1,=,0.3,=,37500,<,0.3,=,0.37,=,26.4,=,0.68,=,0.18,<,0.1,=,0.26,NA,NA,<,0.5,<,0.05,<,0.01,=,141,=,82,=,13,<,5,,NA,<,1,=,179,=,8.9,=,25.3,=,26.2,Presente,Ausente,16
19,BAIXO TIETE,MONCOES,SG00302P,Serra Geral,2319182,24/10/2023,=,7.26,<,0.02,<,0.2,=,3.56,<,0.5,=,9.01,<,0.01,=,3160,<,0.05,<,0.05,<,0.2,=,15.1,=,8.72,<,0.2,=,72.4,<,2,<,10,=,0.72,=,202,<,0.1,<,0.1,=,0.09,<,0.2,<,200,<,0.1,=,0.3,=,37490,<,0.3,=,0.39,=,29.8,=,1.31,=,0.21,<,0.1,=,0.28,NA,NA,<,0.5,<,0.05,<,0.01,=,147,=,85,=,12,<,5,,NA,<,1,=,173,=,8.7,=,26.6,=,28,Presente,Ausente,8
19,BAIXO TIETE,MURUTINGA DO SUL,BA00076P,Bauru,2305394,13/4/2023,<,2,<,0.02,<,0.2,=,409,<,0.5,<,2,<,0.01,=,19900,<,0.05,=,0.07,=,1.16,=,2.86,=,79.7,<,0.2,=,142,=,4.65,=,27.5,=,4.24,=,7280,=,1.17,<,0.1,<,0.03,=,0.77,=,5520,<,0.1,<,0.2,=,4400,<,0.3,=,0.01,=,0.48,<,0.5,=,11.01,<,0.1,=,3.17,<,0.5,<,0.5,=,3.26,<,0.01,=,168,=,64,<,5,<,5,,NA,<,1,=,199,=,5.9,=,25.9,=,23.5,Presente,Ausente,11
19,BAIXO TIETE,MURUTINGA DO SUL,BA00076P,Bauru,2319187,24/10/2023,<,2,<,0.02,<,0.2,=,446,<,0.5,<,2,<,0.01,=,24570,<,0.05,=,0.07,=,0.66,=,5.65,=,97.4,<,0.2,=,162,=,3.83,=,28.2,=,6.78,=,8733,=,1.41,<,0.1,<,0.03,=,0.91,=,5596,<,0.1,<,0.2,=,4546,<,0.3,=,0.02,=,0.86,<,0.5,=,10.96,=,0.17,=,3.09,<,0.5,<,0.5,=,3.62,<,0.01,=,197,=,84,<,5,<,5,,NA,=,1.1,=,232,=,6.1,=,26.3,=,29.5,Presente,Presente,46
19,BAIXO TIETE,NOVA LUZITANIA,SG00081P,Serra Geral,2305439,27/4/2023,<,2,<,0.02,<,0.2,=,15.3,<,0.5,=,16.2,<,0.01,=,21500,<,0.05,<,0.05,<,0.2,=,13.6,=,73,<,0.2,=,419,=,5.7,=,37.5,=,0.69,=,4690,=,0.5,<,0.1,=,0.07,<,0.2,=,2180,<,0.1,<,0.2,=,18500,<,0.3,=,0.13,=,24.4,<,0.5,=,1.52,=,0.13,=,0.45,NA,NA,<,0.5,=,0.38,<,0.01,=,136,=,114,<,5,<,5,,NA,<,1,=,224,=,8.2,=,24.9,=,25,Ausente,Ausente,1
19,BAIXO TIETE,NOVA LUZITANIA,SG00081P,Serra Geral,2319179,24/10/2023,=,2.62,<,0.02,=,0.25,=,15.3,<,0.5,=,15.8,<,0.01,=,21490,<,0.05,<,0.05,<,0.2,=,13.6,=,73.6,<,0.2,=,418,=,19.1,=,40.2,=,0.71,=,4822,=,0.63,<,0.1,=,0.09,<,0.2,=,2214,<,0.1,=,0.23,=,19040,<,0.3,=,0.15,=,27.9,=,0.85,=,1.92,=,0.18,=,0.68,NA,NA,<,0.5,=,0.56,<,0.01,=,177,=,117,<,5,<,5,,NA,<,1,=,217,=,8.2,=,25.9,=,31.3,Presente,Ausente,16
19,BAIXO TIETE,PEREIRA BARRETO,BA00379P,Bauru,2305324,23/3/2023,<,2,<,0.02,<,0.2,=,380,<,0.5,=,2.77,<,0.01,=,26000,=,0.07,<,0.05,=,0.95,=,43.1,=,110,<,0.2,=,140,<,2,=,49.4,=,3.66,=,11000,<,0.1,<,0.1,<,0.03,=,0.26,=,5900,<,0.1,<,0.2,=,7400,<,0.3,=,0.02,=,1.25,=,1.2,=,1.95,=,0.45,<,0.1,<,0.5,<,0.5,=,3.03,<,0.01,=,202,=,151,<,5,<,5,,NA,=,1.7,=,283,=,7,=,24.9,=,26.1,Ausente,Ausente,26
19,BAIXO TIETE,PEREIRA BARRETO,BA00379P,Bauru,2318931,28/9/2023,=,3.04,<,0.02,<,0.2,=,410,<,0.5,=,2.54,<,0.01,=,26240,=,0.12,<,0.05,=,1.02,=,46.6,=,118,<,0.2,=,147,=,2.63,=,52.2,=,4.31,=,12810,<,0.1,<,0.1,<,0.03,=,0.34,=,6127,<,0.1,<,0.2,=,7670,<,0.3,=,0.04,=,1.39,=,1.76,=,2.61,=,0.38,=,0.25,<,0.5,<,0.5,=,6.34,<,0.01,=,199,=,120,<,5,<,5,,NA,<,1,=,278,=,7.1,=,24.4,=,24,Presente,Ausente,50
19,BAIXO TIETE,PROMISSAO,BA00355P,Bauru,2305405,30/3/2023,=,6.36,<,0.02,=,1.3,=,100,<,0.5,=,67.4,<,0.01,=,7900,<,0.05,<,0.05,<,0.2,=,1.02,=,21.6,<,0.2,=,620,<,2,=,49.6,=,1.23,=,460,<,0.1,<,0.1,=,0.38,<,0.2,=,920,<,0.1,<,0.2,=,28000,<,0.3,=,0.22,=,22.4,=,3.28,=,2.82,=,0.46,=,5.53,NA,NA,NA,NA,=,2.79,<,0.01,=,120,=,54,=,12,<,5,,NA,<,1,=,167,=,9,=,25.8,=,31.8,Ausente,Ausente,10
19,BAIXO TIETE,PROMISSAO,BA00355P,Bauru,2319001,5/10/2023,=,6.74,<,0.02,=,1.22,=,111,<,0.5,=,67.2,<,0.01,=,8268,<,0.05,<,0.05,<,0.2,=,1.16,=,22.5,<,0.2,=,698,<,2,=,55.9,=,1.47,=,460,<,0.1,<,0.1,=,0.41,<,0.2,=,929,<,0.1,<,0.2,=,25950,<,0.3,=,0.23,=,21,=,3.21,=,2.95,=,0.46,=,5.59,NA,NA,<,0.5,=,2.98,<,0.01,=,111,=,63,<,5,<,5,,NA,<,1,=,165,=,8.9,=,26.6,=,36.5,Ausente,Ausente,90
19,BAIXO TIETE,SUD MENNUCCI,BA00141P,Bauru,2305464,15/3/2023,=,3.92,<,0.02,<,0.2,=,180,<,0.5,=,5.61,<,0.01,=,19000,=,0.16,<,0.05,=,0.39,=,49.6,=,75,<,0.2,=,230,=,4.54,<,10,=,5.45,=,6700,<,0.1,<,0.1,=,0.04,<,0.2,=,3300,<,0.1,<,0.2,=,9700,<,0.3,=,0.12,=,31.1,=,5.23,=,3,=,0.3,=,2,<,0.5,<,0.5,=,0.8,<,0.05,=,144,=,85.1,=,1.53,=,0,,NA,=,1,=,178,=,8.15,=,25.9,=,27.5,Ausente,Ausente,82
19,BAIXO TIETE,SUD MENNUCCI,BA00141P,Bauru,2318322,20/9/2023,=,5.17,<,0.02,<,0.2,=,151,<,0.5,=,5.76,<,0.01,=,17030,=,0.17,<,0.05,=,1.16,=,52.2,=,66,<,0.2,=,224,=,4.99,<,10,=,5.69,=,5702,<,0.1,<,0.1,<,0.03,<,0.2,=,3171,<,0.1,<,0.2,=,9713,<,0.3,=,0.1,=,36.7,=,2.57,=,2,=,0.2,=,6,<,0.5,<,0.5,=,1,<,0.05,=,110,=,78.8,=,0,=,0,,NA,=,1,=,168,=,8.2,=,26.5,=,32.2,Ausente,Ausente,1
19,BAIXO TIETE,SUD MENNUCCI,BA00382P,Bauru,2305460,15/3/2023,=,10.4,<,0.02,<,0.2,=,170,<,0.5,=,10.5,<,0.01,=,22000,=,0.1,<,0.05,<,0.2,=,46.3,=,100,<,0.2,=,170,=,2.21,<,10,=,4.62,=,11000,<,0.1,<,0.1,<,0.03,<,0.2,=,4300,<,0.1,<,0.2,=,12000,<,0.3,=,0.13,=,28.8,=,2.41,=,2,=,0.4,=,2,<,0.5,<,0.5,=,0.1,<,0.05,=,170,=,114,=,3.92,=,0,,NA,<,1,=,228,=,8.25,=,25.9,=,30.7,Presente,Ausente,27
19,BAIXO TIETE,SUD MENNUCCI,BA00382P,Bauru,2318316,20/9/2023,=,15,<,0.02,<,0.2,=,122,<,0.5,=,14.3,<,0.01,=,16280,<,0.05,<,0.05,=,0.42,=,56.8,=,73.2,<,0.2,=,136,=,2.69,<,10,=,4.1,=,7898,<,0.1,<,0.1,<,0.03,<,0.2,=,3391,<,0.1,<,0.2,=,14900,<,0.3,=,0.12,=,43.2,=,0.92,<,1,=,0.4,=,3,<,0.5,<,0.5,=,0.1,<,0.05,=,126,=,106,=,0,=,0,,NA,<,1,=,206,=,8.47,=,26.1,=,35.9,Presente,Presente,42
19,BAIXO TIETE,TURIUBA,SG00308P,Serra Geral,2305436,27/4/2023,=,17,<,0.02,=,0.96,<,1,<,0.5,=,31.1,<,0.01,<,500,<,0.05,<,0.05,<,0.2,<,0.2,<,1.3,<,0.2,=,2.88,<,2,=,23.8,=,0.43,<,100,<,0.1,<,0.1,=,0.35,<,0.2,=,240,<,0.1,<,0.2,=,109000,<,0.3,=,1.88,=,115,<,0.5,=,0.27,=,0.31,=,2.25,NA,NA,<,0.5,<,0.05,<,0.01,=,313,=,70,=,176,<,5,,NA,<,1,=,520,=,10,=,26.2,=,23.1,Ausente,Ausente,1
19,BAIXO TIETE,TURIUBA,SG00308P,Serra Geral,2319184,24/10/2023,=,16.8,<,0.02,=,0.86,=,1.88,<,0.5,=,36.3,<,0.01,<,500,<,0.05,<,0.05,<,0.2,<,0.2,<,1.3,<,0.2,=,1.51,<,2,=,21.6,=,0.55,<,100,<,0.1,<,0.1,=,0.34,<,0.2,=,276,<,0.1,<,0.2,=,108500,<,0.3,=,2.19,=,96.9,<,0.5,=,0.29,=,0.32,=,2.42,NA,NA,<,0.5,<,0.05,<,0.01,=,337,=,71,=,182,<,5,,NA,=,1.3,=,501,=,9.9,=,27.2,=,27,Ausente,Ausente,1
