Nº UGRHI,UGRHI,MUNICÍPIO,PONTO,"SISTEMA
AQUÍFERO",AMOSTRA,DATA,Sinal,Al total - µg/L,Sinal,Sb Total - µg/L,Sinal,As total - µg/L,Sinal,Ba Total - µg/L,Sinal,Be Total - µg/L,Sinal,Bo total - µg/L,Sinal,Cd Total - µg/L,Sinal,Ca Total - µg/L,Sinal,Pb Total - µg/L,Sinal,Co Total - µg/L,Sinal,Cu Total - µg/L,Sinal,Cr total - µg/L,Sinal,Dureza Total - mg/L,Sinal,Sn Total - µg/L,Sinal,Sr total - µg/L,Sinal,Fe total - µg/L,Sinal,P Total - µg/L,Sinal,Li Total - µg/L,Sinal,Mg total - µg/L,Sinal,Mn total - µg/L,Sinal,Hg total - µg/L,Sinal,Mo total - µg/L,Sinal,Ni total - µg/L,Sinal,K Total - µg/L,Sinal,Ag total - µg/L,Sinal,Se total - µg/L,Sinal,Na total - µg/L,Sinal,Ti total - µg/L,Sinal,U total - µg/L,Sinal,V total - µg/L,Sinal,Zn total - µg/L,Sinal,Cloreto - mg/L,Sinal,Fluoreto - mg/L,Sinal,Sulfato - mg/L,Sinal,Nitrogênio amoniacal - mg/L,Sinal,NKT - mg/L,Sinal,N-Nitrato - mg/L,Sinal,N-Nitrito  - mg/L,Sinal,SDT - mg/L,Sinal,Alcalinidade Bicarbonato - mg/L,Sinal,Alcalinidade Carbonato - mg/L,Sinal,Alcalinidade hidróxido - mg/L,Sinal,Alcalinidade total - mg/L,Sinal,Carbono Orgânico Dissolvido,Sinal,CE - Campo,Sinal,pH - campo,Sinal,Temp água -  °C,Sinal,Temp. ar - °C,"Coli totais 
P/A em 100 mL","E coli
P/A em 100 mL","Bac. Heter
UFC/mL"
2,PARAIBA DO SUL,SILVEIRAS,PC00365P,Pré-Cambriano/Cristalino,2307212,11/4/2023,=,2.16,<,0.02,<,0.2,=,17.1,<,0.5,<,2,<,0.01,=,48000,=,0.14,<,0.05,=,0.9,<,0.2,=,156,<,0.2,=,295,=,1950,=,21.2,=,4.97,=,8860,=,168,<,0.1,=,0.05,=,0.59,=,2800,<,0.1,<,0.2,=,14000,<,0.3,=,0.01,<,0.2,=,6.34,=,32.5,<,1,=,6.53,<,0.5,<,0.5,<,0.1,<,0.01,=,198,=,157,=,0,=,0,,NA,<,1,=,463,=,7.2,=,21,=,23,Ausente,Ausente,1
2,PARAIBA DO SUL,SILVEIRAS,PC00365P,Pré-Cambriano/Cristalino,2319246,2/10/2023,=,2.99,<,0.02,<,0.2,=,16.9,<,0.5,<,2,<,0.01,=,45640,=,0.16,<,0.05,=,2.82,<,0.2,=,151,<,0.2,=,296,=,1597,=,21.3,=,5.59,=,9024,=,161,<,0.1,=,0.06,<,0.2,=,2750,<,0.1,<,0.2,=,16420,<,0.3,=,0.01,<,0.2,=,3.26,=,40.9,<,1,=,6.38,<,0.5,<,0.5,<,0.1,<,0.01,=,242,=,155,=,0,=,0,,NA,<,1,=,521,=,7.1,=,22,=,23,Ausente,Ausente,1
2,PARAIBA DO SUL,TAUBATE,TA00185P,Taubaté,2307209,11/4/2023,<,2,<,0.02,<,0.2,=,46.8,<,0.5,=,16.7,<,0.01,=,8440,=,0.05,<,0.05,=,0.2,=,0.56,=,29.6,<,0.2,=,74.6,=,14.8,=,149,=,10.8,=,2070,=,9.35,<,0.1,<,0.03,<,0.2,=,3140,<,0.1,<,0.2,=,17700,<,0.3,=,0.01,<,0.2,=,1.46,=,1.16,<,1,=,2.02,<,0.5,=,0.77,=,0.46,=,0.01,<,50,=,66.5,=,0,=,0,,NA,<,1,=,143,=,6.8,=,24,=,21,Ausente,Ausente,1
2,PARAIBA DO SUL,TAUBATE,TA00185P,Taubaté,2319248,16/10/2023,=,392,<,0.02,=,1.03,=,40.9,=,1,<,2,<,0.01,=,5392,=,5.9,=,1.2,=,7.89,=,4.85,=,23.1,=,0.59,=,30.2,=,5458,=,669,=,11.7,=,2324,=,181,<,0.1,=,0.06,=,1.18,=,3861,<,0.1,=,0.27,=,1078,=,35.6,=,0.31,=,1.35,=,15.5,=,1.11,<,1,<,1,<,0.1,NA,NA,=,1.13,<,0.01,<,50,=,18,=,0,=,0,,NA,<,1,=,59,=,6.7,=,23,=,30,Presente,Presente,280
2,PARAIBA DO SUL,TREMEMBE,TA00399P,Taubaté,2308248,24/4/2023,=,5.33,<,0.02,<,0.2,=,21,<,0.5,=,15.1,<,0.01,=,2690,<,0.05,<,0.05,<,0.2,<,0.2,=,6.72,<,0.2,=,30.5,=,6.93,<,10,=,12.5,<,100,=,4.7,<,0.1,=,1.13,<,0.2,=,649,<,0.1,<,0.2,=,45200,<,0.3,<,0.005,<,0.2,<,0.5,<,1,<,1,=,6.15,<,0.5,=,0.52,<,0.1,<,0.01,=,62,=,88.8,=,11,=,0,,NA,<,1,=,207,=,8.8,=,31,=,25,Ausente,Ausente,1
2,PARAIBA DO SUL,TREMEMBE,TA00399P,Taubaté,2320031,9/10/2023,=,272,=,0.04,<,0.2,=,36,<,0.5,=,4.28,<,0.01,=,13180,=,0.05,=,0.06,=,0.92,<,0.2,=,42,<,0.2,=,60.5,=,427,=,439,=,0.9,=,2206,=,7.65,<,0.1,=,0.03,=,0.5,=,3666,<,0.1,<,0.2,=,7230,=,0.35,=,0.04,<,0.2,=,29.4,=,11.2,<,1,=,22.4,<,0.5,<,0.5,=,0.81,<,0.01,<,50,=,15.7,=,0,=,0,,NA,=,3.41,=,164,=,7.6,=,24,=,23,Ausente,Ausente,1
4,PARDO,BRODOWSKI,GU00236P,Guarani,2304637,6/3/2023,<,2,<,0.02,<,0.2,=,97,<,0.5,<,2,<,0.01,=,4300,<,0.05,<,0.05,<,0.2,=,1.99,=,14.4,<,0.2,=,37,=,5.41,=,236,=,1.05,=,900,=,0.19,<,0.1,<,0.03,=,0.21,=,8200,<,0.1,<,0.2,=,950,<,0.3,=,0.01,=,1.39,=,1.85,=,2,=,0.2,=,2,<,1,<,1,<,0.02,<,0.05,<,100,=,0,=,0,=,26.1,,NA,=,3.9,=,58,=,6.71,=,31.8,=,28,Presente,Ausente,11
4,PARDO,CASA BRANCA,TU00342P,Tubarão,2305954,28/3/2023,=,5.02,<,0.02,<,0.2,=,22,<,0.5,<,2,<,0.01,<,500,=,0.16,=,0.13,=,1.53,<,0.2,<,1.3,<,0.2,=,3.1,=,14.7,<,10,=,0.25,<,100,=,5.15,<,0.1,<,0.03,<,0.2,=,750,<,0.1,<,0.2,=,540,<,0.3,=,0.02,<,0.2,=,1.42,<,1,<,0.1,<,0.5,<,1,<,1,=,0.1,<,0.05,<,100,<,20,<,20,<,20,=,20,<,1,=,9,=,5.73,=,24.4,=,23.8,Presente,Ausente,12
4,PARDO,CASA BRANCA,TU00342P,Tubarão,2317124,13/9/2023,=,3.13,<,0.02,<,0.2,=,29.9,<,0.5,<,2,<,0.01,<,500,=,0.15,=,0.13,=,2.27,<,0.2,<,1.3,<,0.2,=,4.72,=,6.32,<,10,=,0.34,<,100,=,5.37,<,0.1,<,0.03,<,0.2,=,949,<,0.1,<,0.2,=,730,<,0.3,=,0.008,<,0.2,=,1.6,<,1,<,0.1,<,0.5,<,0.5,<,0.5,=,0.1,<,0.05,<,100,<,20,<,20,<,20,<,20,=,3,=,8,=,5.53,=,25.1,=,31.8,Ausente,Ausente,14
4,PARDO,CRAVINHOS,GU00030P,Guarani,2304654,6/3/2023,=,2.24,<,0.02,<,0.2,=,76,<,0.5,<,2,<,0.01,=,2800,<,0.05,<,0.05,=,0.49,=,1.69,=,13.2,<,0.2,=,30,=,13.2,=,60.9,=,0.68,=,1500,=,0.12,<,0.1,<,0.03,=,0.42,=,3900,<,0.1,<,0.2,=,1400,<,0.3,=,0.02,=,3.19,=,34.8,=,2,=,0.1,=,2,<,1,<,1,<,0.02,<,0.05,<,100,=,0,=,0,=,18.3,,NA,=,4.7,=,42,=,6.06,=,27.9,=,26.7,Ausente,Ausente,1
4,PARDO,CRAVINHOS,GU00030P,Guarani,2316793,4/9/2023,<,2,<,0.02,<,0.2,=,77.9,<,0.5,<,2,<,0.01,=,2316,=,0.27,<,0.05,=,3.97,=,1.67,=,12,<,0.2,=,28.2,=,2.99,=,61.1,=,0.65,=,1502,<,0.1,<,0.1,<,0.03,<,0.2,=,3774,<,0.1,<,0.2,=,1452,<,0.3,=,0.02,=,3.29,=,2.41,<,1,<,0.1,<,0.5,<,1,<,1,=,0.5,<,0.05,<,100,=,20.9,<,20,<,20,=,20.9,=,1.4,=,41,=,6.01,=,28.6,=,29.8,Presente,Ausente,4
4,PARDO,CRAVINHOS,SG00391P,Serra Geral,2304651,6/3/2023,=,5.36,<,0.02,<,0.2,=,6.2,<,0.5,<,2,<,0.01,=,6500,=,0.09,=,0.28,=,2.68,=,0.35,=,26.9,<,0.2,=,40,=,6.52,=,47,=,0.22,=,2600,=,7.52,<,0.1,<,0.03,=,0.22,=,810,<,0.1,<,0.2,=,2000,<,0.3,<,0.005,=,6.32,=,0.98,=,2,=,0.1,=,3,<,1,<,1,=,0.02,<,0.05,<,100,=,0,=,0,=,23.1,,NA,=,5,=,48,=,6.29,=,25.2,=,26.1,Presente,Ausente,52
4,PARDO,CRAVINHOS,SG00391P,Serra Geral,2316791,4/9/2023,=,3.27,<,0.02,<,0.2,=,7.97,<,0.5,<,2,<,0.01,=,5122,=,0.09,=,0.29,=,4.63,=,0.23,=,23,<,0.2,=,35,=,3.24,=,48.9,=,0.29,=,2466,=,9.78,<,0.1,<,0.03,=,0.31,=,720,<,0.1,<,0.2,=,1834,<,0.3,<,0.005,=,6.6,=,2.07,<,1,<,0.1,<,0.5,<,1,<,1,=,0.1,<,0.05,<,100,=,28.2,<,20,<,20,=,28.2,=,1.8,=,53,=,6.24,=,25,=,29.8,Presente,Ausente,41
4,PARDO,ITOBI,PC00413P,Pré-Cambriano/Cristalino,2304395,14/3/2023,=,3.36,<,0.02,<,0.2,=,65,<,0.5,<,2,<,0.01,=,5800,=,0.09,<,0.05,=,0.95,=,0.38,=,20.3,<,0.2,=,43,=,6,=,118,=,3.55,=,1400,=,0.5,<,0.1,=,0.07,<,0.2,=,4700,<,0.1,<,0.2,=,6700,<,0.3,=,0.007,=,1.26,=,30.4,=,0.2,=,0.06,<,0.6,<,0.1,<,0.5,=,1.97,<,0.02,=,84,=,27,<,3,<,3,,NA,=,3.1,=,83.1,=,6.3,=,24,=,28.6,Ausente,Ausente,4
4,PARDO,ITOBI,PC00413P,Pré-Cambriano/Cristalino,2317827,19/9/2023,<,2,<,0.02,<,0.2,=,64.8,<,0.5,<,2,<,0.01,=,5346,=,0.15,<,0.05,=,1.37,=,0.3,=,19.2,<,0.2,=,40.7,=,40.1,=,122,=,3.48,=,1421,=,0.39,<,0.1,=,0.06,<,0.2,=,4732,<,0.1,<,0.2,=,6660,<,0.3,=,0.01,=,1.24,=,9.67,=,0.4,=,0.05,<,0.6,<,0.5,<,0.5,=,2.03,<,0.02,=,108,=,30,<,3,<,3,,NA,=,2.1,=,83.7,=,6.2,=,23.5,=,27,Ausente,Ausente,1
4,PARDO,JARDINOPOLIS,GU00061P,Guarani,2304633,6/3/2023,=,10.4,<,0.02,=,0.33,=,25,<,0.5,<,2,<,0.01,=,8000,=,0.11,<,0.05,=,1.77,=,4.29,=,27.4,<,0.2,=,60,=,30.2,=,268,=,1.26,=,1800,=,0.68,<,0.1,<,0.03,=,0.22,=,8200,<,0.1,<,0.2,=,2800,=,3.09,<,0.005,=,2.77,=,5.28,=,2,=,0.1,=,2,<,1,<,1,<,0.02,<,0.05,<,100,=,0,=,0,=,46,,NA,=,2.9,=,92,=,6.83,=,26.6,=,21.4,Ausente,Ausente,14
4,PARDO,JARDINOPOLIS,GU00061P,Guarani,2318001,4/9/2023,<,2,<,0.02,=,0.34,=,28.8,<,0.5,<,2,<,0.01,=,7078,=,0.1,<,0.05,=,2.35,=,4.13,=,26.6,<,0.2,=,59.7,<,2,=,270,=,1.21,=,2158,=,0.84,<,0.1,<,0.03,<,0.2,=,8398,<,0.1,<,0.2,=,3450,<,0.3,<,0.005,=,2.6,=,4.12,<,1,<,0.1,<,0.5,<,1,<,1,=,0.06,<,0.05,<,100,=,47.4,=,0,=,0,,NA,=,1.4,=,94,=,6.7,=,28.8,=,35.2,Presente,Ausente,19
4,PARDO,MOCOCA,PC00357P,Pré-Cambriano/Cristalino,2305955,28/3/2023,=,8.67,<,0.02,=,0.57,=,67,<,0.5,=,15.3,<,0.01,=,7300,<,0.05,<,0.05,=,0.22,=,1.04,=,30.6,<,0.2,=,88,=,6.93,=,32.2,=,3.79,=,3000,=,0.73,<,0.1,=,0.34,=,0.44,=,1400,<,0.1,<,0.2,=,55000,<,0.3,=,0.03,=,0.79,=,2.83,=,5,=,0.3,=,5,<,1,<,1,=,2,<,0.05,=,236,=,125,<,20,<,20,=,132,<,1,=,284,=,8.12,=,26.5,=,32.7,Presente,Ausente,9
4,PARDO,MOCOCA,PC00357P,Pré-Cambriano/Cristalino,2317123,13/9/2023,=,12.8,<,0.02,=,0.68,=,65.1,<,0.5,=,15.7,<,0.01,=,6793,<,0.05,<,0.05,=,0.41,=,0.84,=,29,<,0.2,=,84.2,=,13.8,=,30.5,=,3.89,=,2920,=,0.68,<,0.1,=,0.46,=,0.36,=,1315,<,0.1,<,0.2,=,57560,=,0.41,=,0.03,=,0.79,=,0.58,=,5,=,0.3,=,4,<,0.5,<,0.5,=,2,<,0.05,=,182,=,144,<,20,<,20,=,144,=,1.7,=,298,=,8.42,=,27.2,=,38.8,Presente,Ausente,79
4,PARDO,RIBEIRAO PRETO,GU00114P,Guarani,2304665,8/3/2023,<,2,<,0.02,=,0.34,=,59,<,0.5,<,2,<,0.01,=,5900,<,0.05,<,0.05,=,1.16,=,2.27,=,20.5,<,0.2,=,32,=,2.11,=,299,=,0.82,=,1400,<,0.1,<,0.1,<,0.03,<,0.2,=,4200,<,0.1,<,0.2,=,1200,<,0.3,<,0.005,=,1.59,=,1.95,=,2,=,0.1,=,2,<,1,<,1,=,0.1,<,0.05,<,100,=,27.4,<,20,<,20,=,27.4,<,1,=,54,=,6.26,=,25.8,=,28.1,Ausente,Ausente,8
4,PARDO,RIBEIRAO PRETO,GU00114P,Guarani,2316934,11/9/2023,<,2,<,0.02,=,0.35,=,58.2,<,0.5,<,2,<,0.01,=,5506,<,0.05,<,0.05,=,1.73,=,2.25,=,19.6,<,0.2,=,30.9,=,2.77,=,300,=,0.81,=,1432,<,0.1,<,0.1,<,0.03,<,0.2,=,4097,<,0.1,<,0.2,=,1081,<,0.3,=,0.008,=,1.61,=,0.8,<,1,=,0.1,<,0.5,<,0.5,<,0.5,=,0.1,<,0.05,<,100,=,26.1,<,20,<,20,=,26.1,=,3.6,=,55,=,6.34,=,25.9,=,31.5,Ausente,Ausente,1
4,PARDO,RIBEIRAO PRETO,GU00175P,Guarani,2304666,8/3/2023,=,3.52,<,0.02,<,0.2,=,43,<,0.5,<,2,<,0.01,<,500,=,0.31,=,0.66,=,12.3,=,2.05,=,1.77,<,0.2,=,7.7,<,2,<,10,=,0.61,=,430,=,4.52,<,0.1,<,0.03,=,0.88,=,1700,<,0.1,<,0.2,<,200,<,0.3,<,0.005,=,0.24,=,12.3,=,2,<,0.1,=,3,<,1,<,1,=,0.04,<,0.05,<,100,<,20,<,20,<,20,<,20,<,1,=,12,=,5.4,=,24.8,=,29.7,Presente,Presente,42
4,PARDO,RIBEIRAO PRETO,GU00175P,Guarani,2316935,11/9/2023,=,2.29,<,0.02,<,0.2,=,41.9,<,0.5,<,2,<,0.01,<,500,=,0.2,=,0.71,=,5.1,=,2.09,=,1.73,<,0.2,=,7.22,<,2,<,10,=,0.63,=,419,=,4.5,<,0.1,<,0.03,=,0.8,=,1639,<,0.1,<,0.2,<,200,<,0.3,=,0.005,=,0.23,=,4.62,<,1,<,0.1,<,0.5,<,0.5,<,0.5,=,0.03,<,0.05,<,100,<,20,<,20,<,20,<,20,=,3.6,=,12,=,5.3,=,24.4,=,27.2,Ausente,Ausente,1
4,PARDO,RIBEIRAO PRETO,GU00286P,Guarani,2304668,8/3/2023,=,2.12,<,0.02,<,0.2,=,74,<,0.5,<,2,<,0.01,=,5400,<,0.05,=,0.1,=,0.41,=,2.55,=,19.7,<,0.2,=,34,<,2,=,65.8,=,0.88,=,1500,=,0.47,<,0.1,<,0.03,=,1.03,=,2900,<,0.1,<,0.2,=,1100,<,0.3,=,0.008,=,0.87,=,0.91,=,3,<,0.1,=,2,<,1,<,1,=,2,<,0.05,<,100,<,20,<,20,<,20,<,20,<,1,=,53,=,6.03,=,24.5,=,26.5,Ausente,Ausente,1
4,PARDO,RIBEIRAO PRETO,GU00286P,Guarani,2316930,11/9/2023,<,2,<,0.02,<,0.2,=,72.3,<,0.5,<,2,=,0.01,=,5048,<,0.05,=,0.1,=,0.4,=,2.64,=,18.7,<,0.2,=,33.6,<,2,=,69.7,=,0.86,=,1472,=,0.46,<,0.1,<,0.03,=,0.98,=,2853,<,0.1,<,0.2,=,1093,<,0.3,=,0.01,=,0.88,=,0.73,=,1,<,0.1,<,0.5,<,0.5,<,0.5,=,2,<,0.05,<,100,<,20,<,20,<,20,<,20,=,1.6,=,54,=,5.91,=,25.4,=,29.7,Ausente,Ausente,1
4,PARDO,SALES OLIVEIRA,GU00118P,Guarani,2305446,14/3/2023,=,3.05,=,0.02,=,0.36,=,26,=,0.5,=,2,=,0.01,=,25000,=,0.08,=,0.05,=,0.95,=,0.9,=,74.3,<,0.2,=,100,=,2.58,<,10,=,1.79,=,2900,<,0.1,<,0.1,<,0.03,<,0.2,=,5300,<,0.1,<,0.2,=,5300,<,0.3,<,0.005,=,3.71,=,4.22,=,2,=,0.1,=,3,<,1,<,1,=,0.03,<,0.05,=,114,=,83.4,=,0,=,0,,NA,<,1,=,164,=,8.02,=,31.5,=,25.4,Ausente,Ausente,1
4,PARDO,SALES OLIVEIRA,GU00118P,Guarani,2318296,19/9/2023,<,2,<,0.02,=,0.39,=,25.2,<,0.5,<,2,<,0.01,=,22640,=,0.13,<,0.05,=,1.55,=,0.94,=,68,<,0.2,=,92.4,<,2,<,10,=,1.83,=,2781,<,0.1,<,0.1,<,0.03,<,0.2,=,5170,<,0.1,<,0.2,=,5009,<,0.3,<,0.005,=,3.83,=,1.32,<,1,<,0.1,<,0.5,<,1,<,1,=,0.04,<,0.05,<,100,=,83.8,=,0,=,0,,NA,=,1.7,=,167,=,8.04,=,32,=,36,Ausente,Ausente,1
4,PARDO,SALES OLIVEIRA,SG00119P,Serra Geral,2305445,23/3/2023,=,8.97,<,0.02,<,0.2,=,1.9,<,0.5,<,2,<,0.01,=,13000,=,0.11,<,0.05,=,0.85,=,0.26,=,46.5,<,0.2,=,95,=,38.7,=,149,=,1.38,=,3400,=,0.46,<,0.1,<,0.03,<,0.2,=,1900,<,0.1,<,0.2,=,5600,=,3.54,=,0.01,=,13.8,=,3.35,=,3,=,0.2,=,3,<,1,<,1,=,0.5,<,0.05,<,100,=,56.7,=,0,=,0,,NA,<,1,=,113,=,6.98,=,25.4,=,33.2,Ausente,Ausente,1
4,PARDO,SALES OLIVEIRA,SG00119P,Serra Geral,2318295,19/9/2023,<,2,<,0.02,<,0.2,=,1.75,<,0.5,<,2,<,0.01,=,12300,=,0.11,<,0.05,=,1.35,=,0.21,=,45.2,<,0.2,=,93.2,=,4.68,=,156,=,1.35,=,3513,=,0.18,<,0.1,<,0.03,<,0.2,=,1885,<,0.1,<,0.2,=,6005,<,0.3,=,0.01,=,14.1,=,1.64,<,1,<,0.1,=,0.6,<,1,<,1,=,0.5,<,0.05,=,118,=,57.1,=,0,=,0,,NA,=,1.5,=,117,=,6.93,=,26.2,=,31.4,Ausente,Ausente,1
4,PARDO,SANTA CRUZ DA ESPERANCA,GU00121P,Guarani,2306441,29/3/2023,=,3.08,<,0.02,<,0.2,=,1.9,<,0.5,=,2.3,<,0.01,=,8200,<,0.05,<,0.05,<,0.2,=,1.99,=,28.3,<,0.2,=,180,<,2,<,10,=,2.74,=,1900,<,0.1,<,0.1,=,0.04,<,0.2,=,610,<,0.1,=,0.46,=,25000,<,0.3,=,0.06,=,5.48,=,2.1,<,1,<,0.1,<,0.5,<,1,<,1,=,0.06,<,0.05,=,166,=,74.4,<,20,<,20,=,81,<,1,=,156,=,8.31,=,26.1,=,29.8,Ausente,Ausente,1
4,PARDO,SANTA CRUZ DA ESPERANCA,GU00121P,Guarani,2318425,12/9/2023,=,6.37,<,0.02,<,0.2,=,2.21,<,0.5,=,2.27,<,0.01,=,7899,<,0.05,<,0.05,=,0.4,=,2.14,=,27.8,<,0.2,=,179,=,2.99,<,10,=,2.9,=,1955,=,0.12,<,0.1,=,0.06,<,0.2,=,601,<,0.1,=,0.51,=,24510,<,0.3,=,0.06,=,5.87,=,2.65,<,1,<,0.1,<,0.5,<,1,<,1,=,0.07,<,0.05,=,108,=,92.1,=,0,=,0,,NA,=,3,=,157,=,8.47,=,26.2,=,32.5,Ausente,Ausente,2
4,PARDO,SAO JOSE DO RIO PARDO,PC00390P,Pré-Cambriano/Cristalino,2305953,28/3/2023,<,2,<,0.02,<,0.2,=,110,<,0.5,<,2,<,0.01,=,11000,=,0.1,<,0.05,=,1.36,=,2.82,=,48.1,<,0.2,=,90,=,2.7,=,123,=,1.97,=,5000,<,0.1,<,0.1,<,0.03,=,0.36,=,4000,<,0.1,<,0.2,=,6200,<,0.3,=,0.008,=,2.84,=,4.29,=,4,=,0.1,<,0.5,<,1,<,1,=,5,<,0.05,=,202,=,40.5,<,20,<,20,=,40.5,<,1,=,136,=,6.54,=,24.7,=,27.9,Ausente,Ausente,1
4,PARDO,SAO JOSE DO RIO PARDO,PC00390P,Pré-Cambriano/Cristalino,2317125,13/9/2023,<,2,<,0.02,<,0.2,=,104,<,0.5,<,2,<,0.01,=,10710,<,0.05,<,0.05,=,1.06,=,2.85,=,47.6,<,0.2,=,88,=,5.37,=,129,=,1.98,=,5080,<,0.1,<,0.1,<,0.03,=,0.3,=,4106,<,0.1,<,0.2,=,6259,<,0.3,=,0.008,=,2.95,=,3.8,=,4,=,0.1,<,0.5,<,0.5,<,0.5,=,6,=,0.2,=,128,=,42.8,<,20,<,20,=,42.8,=,2.2,=,139,=,6.57,=,24.9,=,33.8,Ausente,Ausente,1
4,PARDO,SAO SIMAO,GU00134P,Guarani,2306440,29/3/2023,=,200,<,0.02,<,0.2,=,38,<,0.5,<,2,<,0.01,=,1200,=,0.09,=,2.55,=,1.59,<,0.2,=,4.65,<,0.2,=,13,=,11.4,<,10,=,0.41,=,400,=,133,<,0.1,<,0.03,=,0.31,=,2400,<,0.1,<,0.2,=,1700,<,0.3,=,0.06,=,0.43,=,1.62,=,2,<,0.1,<,0.5,<,1,=,2.06,=,3,<,0.05,<,100,<,20,<,20,<,20,<,20,<,1,=,40,=,4.82,=,25.1,=,27.3,Ausente,Ausente,6
4,PARDO,SAO SIMAO,GU00134P,Guarani,2318430,12/9/2023,=,208,<,0.02,<,0.2,=,34.1,<,0.5,<,2,<,0.01,=,1171,=,0.1,=,2.06,=,1.9,=,0.21,=,4.47,<,0.2,=,14.4,=,12.4,<,10,<,0.1,=,376,=,125,<,0.1,<,0.03,<,0.2,=,2086,<,0.1,=,0.57,=,1870,<,0.3,=,0.05,=,0.54,=,2.03,=,2,<,0.1,<,0.5,<,1,<,1,=,3,<,0.05,<,100,=,13.7,=,0,=,0,,NA,=,3.6,=,36,=,4.79,=,25,=,28.6,Ausente,Ausente,8
4,PARDO,SERRA AZUL,GU00137P,Guarani,2306442,29/3/2023,<,2,<,0.02,<,0.2,=,26,<,0.5,<,2,<,0.01,=,2200,=,0.14,=,0.16,=,1.89,=,1.34,=,9.24,<,0.2,=,27,<,2,=,22.8,=,0.67,=,910,=,0.32,<,0.1,<,0.03,=,0.46,=,1400,<,0.1,<,0.2,=,1500,<,0.3,=,0.02,=,0.82,=,1.8,<,1,<,0.1,<,0.5,<,1,<,1,=,1,<,0.05,<,100,<,20,<,20,<,20,<,20,<,1,=,32,=,5.72,=,24.7,=,26.6,Presente,Ausente,1
4,PARDO,SERRA AZUL,GU00137P,Guarani,2318435,12/9/2023,<,2,<,0.02,<,0.2,=,26.2,<,0.5,<,2,<,0.01,=,2113,=,0.2,=,0.17,=,2.94,=,1.36,=,9.23,<,0.2,=,27.2,=,4.41,=,22.1,=,0.69,=,960,=,0.46,<,0.1,<,0.03,=,0.9,=,1513,<,0.1,<,0.2,=,1774,<,0.3,=,0.02,=,0.82,=,2.58,<,1,<,0.1,<,0.5,<,1,<,1,=,1,<,0.05,<,100,=,10.2,=,0,=,0,,NA,=,2.6,=,33,=,5.81,=,25.2,=,25.8,Ausente,Ausente,1
4,PARDO,SERRANA,GU00138P,Guarani,2306443,29/3/2023,<,2,<,0.02,<,0.2,=,92,<,0.5,<,2,<,0.01,=,4800,=,0.06,=,0.41,=,0.66,=,0.86,=,19.8,<,0.2,=,43,<,2,=,87.2,=,0.6,=,1900,=,0.83,<,0.1,<,0.03,=,0.64,=,2200,<,0.1,<,0.2,=,3000,<,0.3,=,0.01,=,1.32,=,2.08,=,2,<,0.1,<,0.5,<,1,<,1,=,2,<,0.05,<,100,=,31.7,<,20,<,20,=,31.7,<,1,=,64,=,6.22,=,26.1,=,32.5,Ausente,Ausente,1
4,PARDO,SERRANA,GU00138P,Guarani,2318426,12/9/2023,<,2,<,0.02,<,0.2,=,95.3,=,0.74,<,2,<,0.01,=,4649,<,0.05,=,0.44,=,0.98,=,0.93,=,20,<,0.2,=,42.9,<,2,=,89.5,=,0.78,=,2027,=,0.81,<,0.1,<,0.03,=,0.62,=,2325,<,0.1,<,0.2,=,3087,<,0.3,=,0.01,=,1.32,=,2.09,=,2,<,0.1,<,0.5,<,1,<,1,=,2,<,0.05,<,100,=,23.3,=,0,=,0,,NA,=,2,=,64,=,5.86,=,25.9,=,35.4,Ausente,Ausente,9
5,PIRACICABA/CAPIVARI/JUNDIAI,AMERICANA,TU00176P,Tubarão,2304362,6/3/2023,=,4.44,<,0.02,=,1.13,=,39,<,0.5,=,4.93,<,0.01,=,12000,<,0.05,<,0.05,<,0.2,<,0.2,=,30,<,0.2,=,230,=,8.97,=,10.3,=,6.77,<,100,=,2.06,=,3.81,=,0.54,<,0.2,=,590,=,0.16,<,0.2,=,23000,<,0.3,<,0.005,<,0.2,=,3.53,=,1.1,=,0.06,=,1.7,<,0.1,NA,NA,<,0.05,<,0.02,=,99,=,83,<,3,<,3,,NA,=,3,=,160,=,8.3,=,24.8,=,27.8,Ausente,Ausente,1
5,PIRACICABA/CAPIVARI/JUNDIAI,AMERICANA,TU00176P,Tubarão,2317925,4/9/2023,<,2,<,0.02,=,1.12,=,36.4,<,0.5,=,3.53,<,0.01,=,9982,<,0.05,<,0.05,<,0.2,<,0.2,=,24.9,<,0.2,=,202,=,10.8,<,10,=,5.78,<,100,=,1.62,=,2.7,=,0.3,<,0.2,=,518,<,0.1,<,0.2,=,24070,<,0.3,<,0.005,<,0.2,=,3.04,=,1,=,0.05,=,1.5,<,0.5,<,0.5,<,0.05,<,0.02,=,111,=,79,=,4,<,3,,NA,=,1.1,=,157,=,8.4,=,25.5,=,30,Ausente,Ausente,1
